code,description
440332,"Wood: white lauan, white meranti, white seraya, yellow meranti, alan: in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
440333,"Wood: keruing, ramin, kapur, teak, jongkong, merbau, jelutong, and kempas: in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
440334,"Wood: okoume, obeche, sapelli, sipo, acajou d'afrique, makore, iroko: in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
440335,"Wood: tiama, mansonia, ilomba, dibetou, limba, azobe: in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
440391,"Wood: oak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
440392,"Wood: beech, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
440399,"Wood: in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, n.e.s. in heading no. 4403"
440410,"Wood: coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise: sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent: chipwood etc, hoopwood"
440420,"Wood: non-coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise: sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent: chipwood etc, hoopwood"
440500,Wood: wood wool and wood flour
440610,"Wood: railway or tramway sleepers (cross-ties), not impregnated"
440690,"Wood: railway or tramway sleepers (cross-ties), impregnated"
440710,"Wood, coniferous: sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm"
440721,"Wood: meranti, lauan, seraya, alan, keruing, ramin, kapur, jelutong, teak, jongkong, merbau, kempas: sawn or chipped lengthwise, sliced or peeled, thicker than 6mm"
440722,"Wood: okoume, obeche, sapelli, sipo, acajou d'afrique, makore, iroko, tiama, mansonia, ilomba, dibetou, limba, azobe: sawn or chipped lengthwise, sliced or peeled, thicker than 6mm"
440723,"Wood: baboen, mahogany (swietenia spp.), imbuia and balsa: sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger jointed, thicker than 6mm"
440791,"Wood: oak, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm"
440792,"Wood: beech, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm"
440799,"Wood: sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm, n.e.s. in heading no. 4407"
440810,"Wood: coniferous, sheets for veneer or plywood, other wood sawn lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, not thicker than 6mm"
440820,"Wood: meranti, lauan, limba, okoume, obeche, acajou d'afrique, sipo, sapelli, baboen, mahogany, palissandre du bresil, bois de rose: veneer, plywood sheets, other wood, not thicker than 6mm"
440890,"Wood: n.e.s. in heading no. 4408, sheets for veneer or plywood, other wood sawn lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, not thicker than 6mm"
440910,"Wood: coniferous (including unassembled strips and friezes for parquet flooring), continuously shaped along any edge or face, whether or not planed, sanded or finger-jointed"
440920,"Wood: non-coniferous (including unassembled strips and friezes for parquet flooring), continuously shaped along any face or edge, whether or not planed, sanded or finger-jointed"
441010,"Wood: particle and similar board of wood, whether or not agglomerated with resins or other organic binding substances"
441090,"Particle board and similar board: of ligneous materials other than wood, whether or not agglomerated with resins or other organic binding substances"
441111,"Wood: fibreboard of a density exceeding 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, not mechanically worked or surface covered"
441119,"Wood: fibreboard of a density exceeding 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, mechanically worked or surface covered"
441121,"Wood: fibreboard of a density exceeding 0.5g/cm3 but not 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, not mechanically worked or surface covered"
441129,"Wood: fibreboard of a density exceeding 0.5g/cm3 but not 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, mechanically worked or surface covered"
441131,"Wood: fibreboard of a density exceeding 0.35g/cm3 but not 0.5g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, not mechanically worked or surface covered"
441139,"Wood: fibreboard of a density exceeding 0.35g/cm3 but not 0.5g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances, mechanically worked or surface covered"
441191,"Wood: fibreboard of wood or other ligneous materials, not mechanically worked or surface coloured, whether or not bonded with resins or other organic substances, n.e.s. in heading no. 4411"
441199,"Wood: fibreboard of wood or other ligneous materials, mechanically worked or surface coloured, whether or not bonded with resins or other organic substances, n.e.s. in heading no. 4411"
441211,"Plywood: wood only, each ply 6mm or thinner at least one outer ply of meranti, lauan, sipo, limba, okoume, acajou d'afrique, pallissandre du bresil, sapelli, obeche, baboen, mahogany, or bois de rose"
441212,"Plywood: wood only, each ply 6mm or thinner at least one outer ply of non-coniferous wood n.e.s. in item no. 4412.11"
441219,"Plywood: consisting only of wood, each ply not thicker than 6mm, with at least one outer ply of wood n.e.s. in item no. 4412.11 and 4412.12"
441221,"Plywood: containing at least one layer of particle board, with at least one outer ply of non-coniferous wood"
441229,"Plywood: with at least one outer ply of non-coniferous wood, not containing particle board"
441291,"Plywood: not containing an outer layer of non-coniferous wood, but containing at least one layer of particle board"
441299,"Plywood: not containing an outer layer of non-coniferous wood, not containing a layer of particle board"
441300,"Wood: densified wood, in blocks, plates, strips or profile shapes"
441400,"Wooden frames: for paintings, photographs, mirrors or similar objects"
441510,"Wood: cases, boxes, crates, drums, similar packings and cable-drums"
441520,"Wood: pallets, box pallets and other load boards"
441600,"Wood: casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves"
441700,"Wood: tools, tool bodies, tool handles, broom or brush bodies and handles, boot and shoe lasts and trees, of wood"
441810,"Wood: windows, French-windows and their frames"
441820,Wood: doors and their frames and thresholds
441830,Wood: parquet panels
441840,Wood: shuttering for concrete constructional work
441850,Wood: shingles and shakes
441890,Wood: builders' joinery and carpentry of wood n.e.s. in heading no. 4418
441900,Wood: table and kitchenware
442010,Wood: statuettes and other ornaments of wood
442090,"Wood: marquetry and inlaid wood, caskets and cases for jewellery or cutlery and similar articles of wood, wooden articles of furniture not falling in chapter 94"
442110,Wood: clothes hangers
442190,Wood: articles of wood n.e.s. in heading no. 4414 to 4420 (excluding clothes hangers)
450110,"Cork: natural cork, raw or simply prepared"
450190,"Cork: waste cork, crushed, granulated or ground cork"
450200,"Cork: natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)"
450310,"Cork: corks and stoppers, of natural cork"
450390,Cork: articles of natural cork other than corks and stoppers
450410,"Cork: blocks, plates, sheets and strip, tiles of any shape, solid cylinders (including discs), of agglomerated cork (with or without a binding substance)"
450490,"Cork: articles of agglomerated cork (with or without a binding substance), n.e.s. in heading no. 4504"
460110,"Plaiting materials: plaits and similar products of plaiting materials, whether or not assembled into strips"
460120,"Plaiting materials: mats, matting and screens, of vegetable materials"
460191,Plaiting materials: products of vegetable materials n.e.s. in heading no. 4601
460199,Plaiting materials: products of non-vegetable materials n.e.s. in heading no. 4601
460210,"Basketwork, wickerwork and other articles: of vegetable materials, made directly to shape from plaiting materials or made up from goods of heading no. 4601: articles of loofah"
460290,"Basketwork, wickerwork and other articles: of non-vegetable materials, made directly to shape from plaiting materials or made up from goods of heading no. 4601"
470100,Wood pulp: mechanical wood pulp
470200,"Wood pulp: chemical wood pulp, dissolving grades"
470311,"Wood pulp: chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of coniferous wood"
470319,"Wood pulp: chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of non-coniferous wood"
470321,"Wood pulp: chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of coniferous wood"
470329,"Wood pulp: chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood"
470411,"Wood pulp: chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of coniferous wood"
470419,"Wood pulp: chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of non-coniferous wood"
